,Site,SampleTime,SampleDate,pH,LocationType,GWType,X,Y,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
901,K8P2,1899-12-31 10:30:00,9/23/14,5.63,S4,NA,NA,NA,0.855159,0.103159,0.154047,1.30837,0.0108305,0.609448,0.008,0.021,0.041770002,0.469948421,0.005267974,2.252805915,2.275638474,0.075616957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004141748,0.074600394,0.036628813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,K8P2,1899-12-31 11:30:00,3/11/13,5.27,S4,NA,NA,NA,0.810184,0.134382,0.145887,2.4347,0.0972359,0.486511,0.008,0.021,0.04675961,0.294468585,0.002,2.539145416,2.529796986,0.075528304,1.853788161,0.291269452,0.322110102,4.577910656,NA,0.250508483,0.917240225,0.004631482,0.036797366,NA,0.001064044,0.009440949,0.006642844,NA,0.0025,0.072585232,0.033504036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,K8P2,1899-12-31 12:35:00,3/13/13,5.31,S4,NA,NA,NA,0.735082,0.121473,0.163105,2.33414,0.0860969,0.439453,0.008,0.021,0.039882258,0.401476137,0.109117678,2.205800712,2.327634456,0.07960369,1.529635024,0.254205259,0.327585227,4.067948096,NA,0.191632646,0.812970923,0.003572267,0.019233427,NA,0.000869452,0.008457112,0.005812022,NA,0.0025,0.083598386,0.038233034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,K8P2,1899-12-31 13:45:00,7/16/14,5.66,S4,NA,NA,NA,0.986363,0.145216,0.145811,1.76863,0.061846217,0.746099641,0.008,0.021,0.042485636,0.543691306,0.002,2.330455241,2.305671192,0.112076008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.046309525,0.032154153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,K8P2,1899-12-31 14:25:00,11/7/13,5.38,S4,NA,NA,NA,0.618013916,0.082106854,0.15347615,1.916603836,0.067934581,0.429219029,0.008,0.021,0.042196312,0.286421753,0.002,1.233854857,3.008159012,0.081528564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,K8P2,NA,3/27/13,5.29,S4,NA,NA,NA,0.345407,0.0554993,0.0045,1.24439,0.042173,0.21042,0.008,0.021,0.03519731,0.448476532,0.079937042,2.946369638,2.193672174,0.109587831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.075886694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,K8P2,NA,4/1/13,5.39,S4,NA,NA,NA,0.737814,0.144633,0.103358,2.78127,0.0724128,0.527283,0.008,0.021,0.028142417,0.381516278,0.070697245,2.425901312,1.875475009,0.084588748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.068516574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,K8P2,NA,4/11/13,NA,S4,NA,NA,NA,0.777422,0.157241,0.132897,2.44348,0.149655,0.573721,0.008,0.021,0.034116779,0.392038281,0.073632898,2.581098112,1.825819159,0.075857785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.077326814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,K8P2,NA,6/27/13,5.37,S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02757359,0.410716408,0.002,1.718491262,2.317418215,0.082669735,0.689237955,0.130067015,0.157293997,1.584744951,NA,0.106348808,0.532744207,0.001927226,0.008172947,NA,0.000559758,0.005667021,0.005925477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,K8P2,NA,6/28/13,5.4,S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022387511,0.393751386,0.002,1.624066601,2.550256816,0.070084012,0.696568819,0.134744498,0.146836462,1.668114345,NA,0.106810646,0.550935889,0.002264747,0.006917613,NA,0.000560378,0.005747124,0.005937368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,K8P2,NA,9/3/13,6.04,S4,NA,NA,NA,0.918495,0.134008,0.0873565,1.94123,0.097551359,0.69581,0.008,0.021,0.041548888,0.368086892,0.014360124,1.662867052,2.771241544,0.100808918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.054676068,0.035450805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,K8P2,NA,6/4/14,5.58,S4,NA,NA,NA,0.804219,0.158644,0.138121,2.298,0.098852,0.701286,0.008,0.021,0.035531547,0.567973877,0.002,2.1406557,2.102271019,0.103079987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,K8P2,NA,6/5/14,5.44,S4,NA,NA,NA,0.868075,0.153413,0.142077,2.23926,0.113956,0.698082,0.008,0.021,0.076224039,0.645183539,0.002,2.150175778,2.052267252,0.110589141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013145595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,K8P2,NA,6/13/14,5.4,S4,NA,NA,NA,0.875582,0.148303,0.144945,1.97592,0.094973,0.634616,0.008,0.021,0.033987548,0.669379449,0.002,2.153889329,2.101001398,0.082105937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,K8P2,NA,6/14/14,5.53,S4,NA,NA,NA,1.04121,0.148986,0.151142,1.98609,0.095022,0.641757,0.008,0.021,NA,0.94,0,2.02,2.17,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,K8P2,NA,6/16/14,5.6,S4,NA,NA,NA,0.837659,0.144242,0.152903,1.99123,0.085142,0.707439,0.008,0.021,0.077662662,0.744027023,0.002,2.056462128,2.20264414,0.095124862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.059519854,0.031296118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,K9,1899-12-31 11:10:00,10/30/12,5.12,G3,shallow,281669.156,4871146.5,0.816914,0.170727,0.0946989,2.66505,0.18031,0.757508,0.008,0.021,0.027334103,0.324183604,0.494698096,3.861418438,0.707447914,0.144804075,0.834143322,0.150283019,0.057272727,2.351368421,-0.005,0.153434911,0.67652,0.01,0.00275625,0.023,0.000766009,0.005011364,0.006938596,0.00106,-0.003029846,0.109693631,0.013584141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,K9,1899-12-31 11:20:00,3/12/13,4.85,G3,shallow,281669.156,4871146.5,0.313794,0.0426446,0.420245,2.30628,0.0122874,0.178184,0.016764,0.021,0.043120575,0.613454018,1.051237578,1.665834249,1.637956747,0.346327071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.361244323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,K9,1899-12-31 12:00:00,10/29/12,5.16,G3,shallow,281669.156,4871146.5,0.818943,0.169983,0.0972842,2.63503,0.201473,0.769291,0.008,0.021,0.015496727,0.33181279,0.501825542,3.844750725,0.675970569,0.164756886,0.781628399,0.151584615,0.026666667,2.254165605,-0.005,0.158262774,0.72068,0.013,0.002747664,0.024,0.000706458,0.005579545,0.006105263,0.00123,-0.001239314,0.079909427,0.011575387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,K9,1899-12-31 12:30:00,3/13/13,4.9,G3,shallow,281669.156,4871146.5,0.433977,0.0597409,0.400179,1.32312,0.0531599,0.243777,0.008,0.021,0.051677006,0.477373558,1.439148703,2.354212131,1.185591619,0.380866423,0.591265131,0.146052174,1.029600294,1.864755999,NA,0.161531484,0.301143929,0.024127319,0.377627301,NA,0.001328733,0.002671459,0.007487853,NA,0.00617652,0.351511743,0.026914635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,K9,NA,4/1/13,5.07,G3,shallow,281669.156,4871146.5,0.573024,0.0912651,0.245067,1.76719,0.120351,0.602368,0.0168238,0.021,0.044714509,0.343729403,1.721902855,2.218170255,0.667146555,0.446230624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.217479725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,K9,NA,4/11/13,NA,G3,shallow,281669.156,4871146.5,0.58589,0.115306,0.302705,1.82861,0.152573,0.54772,0.008,0.021,0.04981291,0.429046126,1.693421752,2.378923695,0.754311069,0.431774233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.172516806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,K9,NA,6/14/14,NA,G3,shallow,281669.156,4871146.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,K9P1,NA,3/27/13,4.86,S3,NA,NA,NA,0.315135,0.041282,0.364467,2.32641,0.0045,0.158583,0.008,0.021,0.028059703,0.690791153,1.379177774,1.972386566,2.330051518,0.495235257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.464387881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,K9P2,1899-12-31 10:20:00,10/8/14,4.92,S3,NA,NA,NA,0.454136,0.0412945,0.355878,3.1118,0.0045,0.113934,0.0176264,0.021,0.041541261,0.484732964,0.1191417,1.659902028,2.100765435,0.105746754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.228712085,0.050912939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,K9P2,1899-12-31 11:15:00,3/11/13,4.82,S3,NA,NA,NA,0.351121,0.0498025,0.414742,2.64454,0.013774,0.220892,0.0181346,0.021,0.056393697,0.598154606,1.248360207,1.738621545,1.970396165,0.36637722,0.330600896,0.048741691,0.348115854,2.122223614,NA,0.019612738,0.172665794,0.020156839,0.01467711,NA,7.72E-05,0.001679434,0.00513495,NA,0.0025,0.315057006,0.038944463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,K9P2,1899-12-31 12:30:00,3/13/13,4.89,S3,NA,NA,NA,0.336534,0.0436384,0.425348,2.6974,0.0118751,0.175188,0.008,0.021,0.043071379,0.555723039,1.340425709,1.790586651,1.597174587,0.344513334,0.354399976,0.044924743,0.451884736,2.362911877,NA,0.091612282,0.15683505,0.016062483,0.006275168,NA,7.53E-05,0.00155586,0.00464209,NA,0.0025,0.377824929,0.037943187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,K9P2,1899-12-31 13:30:00,7/16/14,5.05,S3,NA,NA,NA,0.564223,0.0348339,0.335879,3.73257,0.022816844,0.126684415,0.008,0.021,0.028162526,0.414207308,0.08955821,1.964414024,2.197882029,0.158651264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.206573956,0.047217402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,K9P2,1899-12-31 13:45:00,10/9/14,4.93,S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036077542,0.699076333,0.096561959,2.967343073,4.663334434,0.171163741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015578691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,K9P2,1899-12-31 15:05:00,10/7/14,4.92,S3,NA,NA,NA,0.47263,0.0368839,0.325863,3.19671,0.0460316,0.126503,0.008,0.021,0.021455855,0.423823217,0.030430276,1.806576978,2.273578373,0.094315469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005535906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,K9P2,NA,4/1/13,4.99,S3,NA,NA,NA,0.374473,0.0433544,0.503028,2.99014,0.0137495,0.164351,0.008,0.021,0.047940997,0.515468008,1.111563617,1.478887984,1.747326935,0.351164433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010394343,0.361943835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,K9P2,NA,4/11/13,NA,S3,NA,NA,NA,0.430924,0.0447945,0.60244,3.50084,0.0701916,0.156995,0.008,0.021,0.037722301,0.449308935,2.114143785,1.525693921,1.571017485,0.523172471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.42172946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,K9P2,NA,6/25/13,4.91,S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022623817,0.28839335,0.031915629,1.902207942,2.25140318,0.106550338,0.555096843,0.026787864,0.345279401,3.570391319,NA,0.01749712,0.111433339,0.006970574,0.002961788,NA,8.72E-05,0.001196177,0.00407225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,K9P2,NA,6/28/13,4.94,S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040480975,0.242138552,0.020095265,1.765019332,2.324826716,0.107195759,0.56664059,0.027614683,0.355092912,3.894666792,NA,0.010658182,0.111807788,0.006740612,0.001424321,NA,8.24E-05,0.001205114,0.004148122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,K9P2,NA,9/3/13,4.95,S3,NA,NA,NA,0.750346,0.0315657,0.2293,4.46878,0.057611948,0.168075,0.008,0.021,0.022203493,0.170216648,0.012486992,1.977114273,2.787153636,0.133196585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006554862,0.127080053,0.043486086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,K9P2,NA,6/4/14,4.94,S3,NA,NA,NA,0.666692,0.036844,0.332176,3.0829,0.06107,0.142451,0.008,0.021,0.058318138,0.365724019,1.326447042,1.47290302,1.924838297,0.433323012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,K9P2,NA,6/5/14,4.9,S3,NA,NA,NA,0.625815,0.03505,0.392397,2.98324,0.041658,0.13471,0.008,0.021,0.06621774,0.437332963,1.418327942,1.529484872,1.866500568,0.450737859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,K9P2,NA,6/13/14,4.88,S3,NA,NA,NA,0.672601,0.038141,0.398125,2.99535,0.03366,0.126348,0.008,0.021,0.019407751,0.406919539,1.39074376,1.528912297,1.832073009,0.384384751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,K9P2,NA,6/14/14,4.96,S3,NA,NA,NA,0.783304,0.036195,0.408558,3.34606,0.049639,0.138706,0.008,0.021,0.037890126,0.568592795,1.213613007,1.588071969,1.878394812,0.356203707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,K9P2,NA,6/16/14,4.84,S3,NA,NA,NA,0.882343,0.038239,0.351609,3.08648,0.089907,0.148044,0.008,0.021,0.059419784,0.627822725,1.36566962,1.587915873,1.884610956,0.30447434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.290737409,0.036993244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,K9P2,NA,9/23/14,4.99,S3,NA,NA,NA,0.474503,0.0343573,0.28798,3.07816,0.0045,0.10914,0.008,0.021,0.038333512,0.2177001,0.002,1.790713997,1.81619736,0.096525764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,N1,1899-12-31 10:05:00,1/31/13,4.43,G1,shallow,281655.406,4871219,0.310755,0.0682631,0.403226,1.38015,0.294631,0.21452,0.0819313,0.156687,0.013580736,0.327778666,1.171348959,1.339819518,11.50509998,0.669937613,0.327742155,0.075829104,0.441317986,1.226272864,NA,0.320331885,0.209573707,0.084298917,0.199736642,NA,0.001864372,0.001563424,0.011648484,0.005737664,0.039443089,0.248614818,0.213280734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,N1,1899-12-31 10:24:00,12/3/12,4.47,G1,shallow,281655.406,4871219,0.631222,0.093661,0.784839,3.31929,0.56655,0.274816,0.121753,0.268334,0.028997565,0.870037526,0.556186794,1.809878944,17.01295154,0.63123393,0.557177629,0.099889886,0.675496179,3.054861665,NA,0.487282558,0.257076242,0.126098885,0.260258414,NA,0.002402763,0.002155495,0.014310732,0.019460805,0.01633295,0.459839839,0.321246866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,N1,1899-12-31 10:45:00,10/30/12,4.47,G1,shallow,281655.406,4871219,0.514446,0.10421,1.12156,4.19684,0.537957,0.277321,0.177157,0.457605,0.013637016,0.629535478,0.002,1.077685187,25.0323848,0.583687667,0.460691824,0.081944444,0.978666667,3.443166667,0.084,0.386383041,0.22916,0.132,0.389869565,0.863,0.002342432,0.002045455,0.01745614,0.06868,0.010999067,0.557280736,0.469320063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,N1,1899-12-31 11:03:00,3/11/13,5.13,G1,shallow,281655.406,4871219,0.544682,0.101138,0.344144,4.78431,0.297109,0.240639,0.12423,0.130593,0.017397405,0.518439193,0.282098895,2.514800529,7.706616025,0.290965932,0.543845272,0.328260664,0.932234933,4.870779932,NA,0.53846091,0.409259136,0.171666291,1.135761624,NA,0.003730318,0.002226457,0.012335771,0.018223641,0.0025,0.15706556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,N1,1899-12-31 11:55:00,8/29/11,4.4,G1,shallow,281655.406,4871219,0.357496908,0.080473,0.982757,2.94671,0.186853,0.278276,0.082391,0.40808,0.058832153,0.100083989,0.011038292,1.134132337,18.89795874,0.454119368,0.38525,0.08341,0.96398,2.90793,0.071811,0.186151,0.278953,0.08302,0.397702,0.30847,0.0013,0.00242,0.01601,0.02684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,N1,1899-12-31 12:24:00,1/14/13,4.5,G1,shallow,281655.406,4871219,0.620718,0.135993,0.134535,1.71894,0.113505,0.436095,0.0273916,0.021,0.020561949,0.408735974,1.021794811,2.37566949,1.252823193,0.257452089,0.637881563,0.125083484,0.227369781,1.577192626,NA,0.116724315,0.407381948,0.030437944,0.002630309,NA,0.000596845,0.00328953,0.004924002,3.68E-05,0.0025,0.076231806,0.018443399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,N1,1899-12-31 12:50:00,7/16/14,4.58,G1,shallow,281655.406,4871219,0.627398,0.195202,1.30253,5.30371,0.285039555,0.410816294,0.117863,0.602207,0.027267567,0.07710661,0.139582962,1.077067283,33.08251744,0.755068875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010411022,0.730530716,0.605058751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,N1,1899-12-31 14:50:00,11/7/13,4.2,G1,shallow,281655.406,4871219,0.848195015,0.122474655,1.183241819,5.505049751,0.403678602,0.307949292,0.077735216,0.495203878,0.033960845,0.589544318,0.368461304,1.450805413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,N1,1/1/00 13:12,6/6/19,4.39,G1,shallow,281655.406,4871219,0.36,0.1,0.82,3.74,0.4,0.16,0.08,0.39,0.03,0.25,0.04,0.62,20.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-014,pump,19.42,0.47,0.517,0.22,0.297,0.025,0.086,0.27,0.003,0.056
951,N1,1/1/00 13:29,7/12/19,4.74,G1,shallow,281655.406,4871219,0.67,0.22,0.73,5.92,0.78,0.39,0.17,0.39,0.04,0.8,0.88,0.87,16.96,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-111,pump,17.7,0.48,0.47,0.29,0.18,0.066,0.09,0.4,0.004,0.444
952,N1,NA,3/25/10,4.79,G1,shallow,281655.406,4871219,0.56,0.09,0.58,2.41,0.44,0.45,0.17,0.15,0.02,0.18,0.11,1.56,8.86,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,N1,NA,6/28/10,4.49,G1,shallow,281655.406,4871219,0.442983,0.173682,1.35248,2.96194,0.40842,0.593761,0.173077,0.435756,0.033463534,0.156302346,0.158148739,1.536423061,22.75619316,0.580664186,0.408,0.137,0.876,2.059,NA,0.292,0.367,0.13,0.146,0.009,0.00255,0.0043,0.0314,0.00122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,N1,NA,8/26/10,4.56,G1,shallow,281655.406,4871219,0.557749,0.176818,1.14505,6.609,0.275572,0.568632,0.167712,0.320213,0.053190857,0.180338427,0.159457496,2.478842619,18.80374749,0.523305346,0.605,0.171,1.084,6.607,NA,0.289,0.543,0.161,0.29,0.414,0.00156,0.00436,0.02283,0.02801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,N1,NA,9/29/10,4.5,G1,shallow,281655.406,4871219,0.719777,0.150533,1.08931,6.33603,0.459895,0.550601,0.160705,0.271343,0.068964851,0.273578369,0,2.91493401,16.71023494,0.442880893,0.648476693,0.16546875,1.014760976,6.034907265,NA,0.28725,0.571514851,0.183,0.266,0.355,0.00143,0.00413,0.02816,0.03442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,N1,NA,4/7/11,4.54,G1,shallow,281655.406,4871219,0.494637,0.0855188,0.746531,2.55427,0.224734,0.246646,0.110981,0.231169,0.023387283,0.242800184,0.176378803,2.162827223,10.54339071,0.283418715,0.549,0.087,0.768,2.559,NA,0.257,0.26,0.108,0.242644,0.318,0.00112,0.00183,0.01368,0.02585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,N1,NA,4/14/11,4.48,G1,shallow,281655.406,4871219,0.264724,0.0502699,0.533805,0.637284,0.303259,0.226466,0.0720096,0.269925,0.068619297,0.196399968,0.211540735,0.880906392,12.25905667,0.390378259,0.289,0.055,0.524,0.626,NA,0.362,0.269,0.067,0.233355,0.02,0.00149,0.00118,0.00843,0.00672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,N1,NA,5/24/11,4.65,G1,shallow,281655.406,4871219,0.390054,0.0903484,0.896948,2.00568,0.394337,0.241091,0.0983848,0.345192,0.027239054,0.174685083,0.013081223,0.995111695,16.07802494,0.39847064,0.442,0.096,0.997,2.194,NA,0.464,0.247,0.105,0.377116,0.733,0.00199,0.00194,0.0159,0.07592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,N1,NA,8/16/11,4.41,G1,shallow,281655.406,4871219,0.591284181,0.102683,1.09958,3.55014,0.239029,0.325883,0.116381,0.384607,0.018653548,0.095824571,0.013561397,1.360962874,21.58953856,0.505529293,0.44906,0.10095,1.02024,3.19476,0.055021,0.312889,0.305321,0.115764,0.364143,0.50058,0.00121,0.00279,0.01878,0.05464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,N1,NA,3/22/12,4.72,G1,shallow,281655.406,4871219,0.35,0.0819623,0.631746,1.66503,0.612489,0.254464,0.1093,0.240697,0.017511752,0.265096333,1.234621603,1.578042036,11.17866013,0.594964097,0.302,0.068,0.32,1.316,0.057,0.49,0.162616,0.1,0.138,0.561,0.00226,0.001644444,0.0181135,0.0309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,N1,NA,4/24/12,4.67,G1,shallow,281655.406,4871219,0.402792,0.124255,0.694886,2.28264,0.838742,0.352458,0.158436,0.263123,0.065052381,0.534488479,0.53763483,1.714561428,15.59404743,0.54466844,0.415,0.123,0.731,1.846,0.066,0.62,0.325756,0.144,0.27,0.905,0.0029,0.0027,0.022729,0.05188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,N1,NA,8/10/12,4.32,G1,shallow,281655.406,4871219,0.351409,0.0734046,0.813487,2.94956,0.133564,0.217451,0.0833503,0.396392,0.035703205,0.153506887,0.025157392,1.271592984,22.61203662,0.584949577,0.295,0.062,0.643,1.959,0.106,0.111,0.191962,0.059,0.293,0.058,0.00087,0.00167286,0.0161368,0.01595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,N1,NA,4/1/13,4.23,G1,shallow,281655.406,4871219,0.472045,0.0966699,0.747212,2.2154,0.441526,0.234299,0.112659,0.324273,0.02449858,0.36085916,1.05304667,1.269132921,16.29885173,0.679892231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013965634,0.370743385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,N1,NA,4/11/13,NA,G1,shallow,281655.406,4871219,0.335092,0.0681083,0.601854,1.49136,0.438848,0.180284,0.0895707,0.249663,0.018095319,0.309757556,0.515170055,1.308527012,15.00630741,0.462186102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.303416597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
