,Site,SampleTime,SampleDate,pH,LocationType,GWType,X,Y,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
67,52_4_d2,1/1/00 11:23,7/12/19,6.58,G3,deep_intoC,281762.5976,4871095.145,1.69,1.62,0.04,13.02,0.66,4.65,0.01,0.03,0.07,0.51,0.45,4.22,0.44,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-081,pump,50.4,0.04,NA,NA,NA,0.008,0.011,1.5,0.031,0.003
68,52_4_d2,1/1/00 11:41,8/5/20,6.38,G3,deep_intoC,281762.5976,4871095.145,2.02,1.88,0.81,18.44,0.99,4.79,0.01,0.65,0.08,0.46,0.41,4.86,0.41,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-43,pump,NA,0,NA,NA,NA,0.012,0.025,1.58,0.03,0.04
69,52_4_d2,1/1/00 11:46,7/30/19,6.52,G3,deep_intoC,281762.5976,4871095.145,1.8,1.58,0.05,14.95,0.62,4.39,0,0.04,0.07,0.47,0.58,4.61,0.33,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-101,pump,49,0.04,NA,NA,NA,0.003,0.016,1.58,0.03,0.012
70,52_4_d2,1/1/00 12:18,7/23/19,6.53,G3,deep_intoC,281762.5976,4871095.145,1.94,1.69,0.02,14.99,0.65,4.66,0,0.02,0.07,0.56,0.54,4.59,0.29,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-095,pump,49.1,0.01,NA,NA,NA,0.004,0.018,1.56,0.031,0.002
71,52_4_d2,1/1/00 13:08,7/1/20,6.41,G3,deep_intoC,281762.5976,4871095.145,1.81318849,1.492139995,0.037081377,12.52969026,0.671891738,4.248907376,0.000936308,0.034302639,0.060924728,0.437129617,0.387144179,4.117517094,0.355861535,0.08779047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-108,pump,40.8,-0.005288236,0.02213232,0.009576861,0.012555459,0.005624128,0.014651814,1.308036613,0.032063158,0.014539568
72,52_4_d2,1/1/00 14:48,6/11/19,6.68,G3,deep_intoC,281762.5976,4871095.145,2.03,1.76,0.05,15.88,0.66,4.77,0.01,0.05,0.08,0.54,0.64,4.72,0.27,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-037,pump,45,0.03,NA,NA,NA,0.004,0.016,1.4,0.033,-0.002
73,52_4_s1,1/1/00 10:58,7/23/19,4.78,G2,shallow,281788.928,4871187.1,0.56,0.09,0.37,3.31,0.13,0.27,0.02,0.02,0.03,0.47,0.16,1.81,3.73,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-135,pump,12.65,0.15,0.25,0.08,0.17,0.012,0,0.6,0.003,0.01
74,52_4_s1,1/1/00 11:28,7/16/19,4.85,G2,shallow,281788.928,4871187.1,0.46,0.08,0.45,3.15,0.08,0.22,0.01,0.02,0.02,0.37,0.04,1.76,3.92,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-129,pump,11.69,0.11,0.31,0.08,0.23,0.007,0,0.62,0.003,0.008
75,52_4_s1,1/1/00 11:47,7/8/19,5.05,G2,shallow,281788.928,4871187.1,0.56,0.09,0.3,3.1,0.13,0.29,0.01,0.01,0.02,0.43,0.08,1.9,3.75,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-100,pump,10.62,0.12,0.185,0.037,0.148,0.005,0.001,0.59,0.003,0.011
76,52_4_s1,1/1/00 11:57,6/6/19,4.88,G2,shallow,281788.928,4871187.1,0.48,0.07,0.34,2.73,0.13,0.22,0.01,0.03,0.02,0.27,0.22,1.62,3.73,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-008,pump,10.78,0.11,0.219,0.041,0.178,0.007,0.001,0.55,0.003,0.012
77,52_4_s1,1/1/00 12:00,6/18/19,4.89,G2,shallow,281788.928,4871187.1,0.58,0.09,0.35,2.89,0.17,0.28,0.02,0.03,0.03,0.56,0.13,1.85,4.02,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-049,pump,11.41,0.12,0.189,0.04,0.149,0.009,0.001,0.55,0,0.01
78,52_4_s1,1/1/00 12:00,7/2/19,4.8,G2,shallow,281788.928,4871187.1,0.46,0.08,0.4,2.89,0.08,0.23,0.01,0.02,0.02,0.37,0.05,1.88,3.91,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-089,pump,12.45,0.14,0.253,0.043,0.21,0.007,0,0.58,0.002,0.008
79,52_4_s1,1/1/00 12:07,6/25/19,4.85,G2,shallow,281788.928,4871187.1,0.49,0.08,0.33,2.83,0.11,0.24,0.01,0.02,0.02,0.31,0.07,1.82,3.87,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-069,pump,11.31,0.12,0.214,0.034,0.18,0.006,0.001,0.54,0,0.01
80,52_4_s1,1/1/00 12:09,7/12/19,4.83,G2,shallow,281788.928,4871187.1,0.47,0.08,0.37,2.92,0.1,0.3,0.01,0.02,0.03,0.44,0.13,1.73,4.06,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-108,pump,11.82,0.14,0.25,0.08,0.17,0.005,0.001,0.59,0.003,0.007
81,52_4_s1,1/1/00 15:18,6/11/19,4.87,G2,shallow,281788.928,4871187.1,0.41,0.07,0.41,2.66,0.1,0.2,0.01,0.02,0.01,0.34,0.27,1.52,4.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-035,pump,11.05,0.13,0.262,0.047,0.215,0.003,0.001,0.54,0.004,0.004
82,86_3_d2,1/1/00 9:10,6/6/19,4.99,G2,R_surface,281858.8713,4870633.421,0.65,0.1,0.53,4.79,0.22,0.33,0.01,0.04,0.04,0.57,0.31,2.73,4.48,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-013,pump,12.69,0.14,NA,NA,NA,0.016,0.001,0.9,0.006,0.014
83,86_3_d2,1/1/00 9:23,7/23/19,4.95,G2,R_surface,281858.8713,4870633.421,0.74,0.15,0.41,5.34,0.36,0.48,0.03,0.04,0.04,0.5,0.64,3.34,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-096,pump,15.23,0.09,NA,NA,NA,0.01,0.002,1.05,0.007,0.013
84,86_3_d2,1/1/00 9:52,7/30/19,4.95,G2,R_surface,281858.8713,4870633.421,0.71,0.17,0.28,5.9,0.31,0.62,0.03,0.05,0.04,0.46,0.56,4.36,3.29,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-102,pump,16.66,0.1,NA,NA,NA,0.006,0.001,1.5,0.008,0.018
85,86_3_d2,1/1/00 9:53,7/26/19,4.83,G2,R_surface,281858.8713,4870633.421,0.68,0.16,0.72,5.27,0.33,0.54,0.1,0.03,0.03,0.44,0.4,4.47,4.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-089,pump,17.96,0.1,NA,NA,NA,0.009,0.001,1.54,0.006,0.018
86,86_3_d2,1/1/00 9:55,7/1/20,4.96,G2,R_surface,281858.8713,4870633.421,0.786572726,0.185675161,0.428993853,6.267009929,0.375767178,0.70694305,0.039567966,0.020847311,0.041155503,0.533734788,1.231204809,4.474915179,3.269126958,0.389012976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-110,pump,18.1,0.09615653,0.294553079,0.035999644,0.258553434,0.014731388,0.002240279,1.428967349,0.014331332,0.031231584
87,86_3_d2,1/1/00 9:56,8/5/20,4.93,G2,R_surface,281858.8713,4870633.421,1.27,0.23,0.31,6.6,0.68,0.8,0.03,0.07,0.28,1.79,1.09,4.07,5.24,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-41,pump,NA,0.35,NA,NA,NA,0.047,0.004,1.3,0.01,0.03
88,86_3_d2,1/1/00 10:05,1/28/20,4.9,G2,R_surface,281858.8713,4870633.421,0.677066212,0.143505848,0.793056467,5.108594117,0.260379806,0.444810997,0.023332561,0.038138541,0.017058478,0.543780949,1.131586204,3.573505848,4.205541663,0.383553675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-104,pump,16.63,0.109397364,NA,NA,NA,0.018534763,0.001982216,1.077297801,0.006394475,0.014138228
89,86_3_d2,1/1/00 10:09,6/25/19,4.91,G2,R_surface,281858.8713,4870633.421,0.62,0.11,0.65,4.84,0.19,0.36,0.01,0.04,0.03,0.51,0.28,2.63,5.25,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-061,pump,12.51,0.11,NA,NA,NA,0.006,0.002,0.78,0,0
90,86_3_d2,1/1/00 10:24,7/12/19,4.95,G2,R_surface,281858.8713,4870633.421,0.74,0.18,0.47,5.26,0.27,0.53,0.07,0.02,0.04,0.53,0.38,3.78,5.06,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-082,pump,16.72,0.17,NA,NA,NA,0.033,0.001,1.29,0.006,0.015
91,86_3_d2,1/1/00 10:25,6/18/19,5.01,G2,R_surface,281858.8713,4870633.421,0.67,0.12,0.57,4.98,0.22,0.41,0.02,0.04,0.03,0.46,0.37,2.82,4.64,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-045,pump,12.92,0.12,NA,NA,NA,0.005,0.001,0.87,0,0.01
92,86_3_d2,1/1/00 10:25,7/2/19,4.92,G2,R_surface,281858.8713,4870633.421,0.66,0.11,0.67,4.5,0.2,0.33,0.01,0.03,0.03,0.44,0.25,2.53,5.38,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-069,pump,13.01,0.15,NA,NA,NA,0.004,0.001,0.79,0.004,0.009
93,86_3_d2,1/1/00 10:57,7/8/19,5.06,G2,R_surface,281858.8713,4870633.421,0.69,0.14,0.39,4.87,0.29,0.45,0.02,0.04,0.04,0.49,0.28,2.73,4.6,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-076,pump,13.55,0.15,NA,NA,NA,0.007,0.001,0.93,0.006,0.009
94,86_3_d2,1/1/00 11:47,3/13/19,5.61,G2,R_surface,281858.8713,4870633.421,1.33,0.155,0.32,5.28,0.49,0.36,0.114,0.03,0.04,0.47,0.78,2.85,3.9,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-003,pump,13.3,0.1,NA,NA,NA,0.039,0.003,0.89,0.005,0.04
95,86_3_d2,1/1/00 13:33,6/11/19,4.98,G2,R_surface,281858.8713,4870633.421,0.57,0.09,0.7,4.77,0.12,0.27,0.01,0.02,0.03,0.48,0.35,2.6,5.26,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-040,pump,12.1,0.15,NA,NA,NA,0.012,0.001,0.81,0.005,0
96,86_3_s1,1/1/00 8:50,6/6/19,4.87,G2,shallow,281846.3742,4870628.727,0.6,0.17,0.64,4.1,0.17,0.53,0.01,0.04,0.02,0.53,0.43,1.88,7.39,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-011,pump,12.28,0.16,0.363,0.093,0.271,0.013,0.001,0.62,0.006,0.007
97,86_3_s1,1/1/00 9:33,1/28/20,4.84,G2,shallow,281846.3742,4870628.727,0.63,0.15,0.84,4.67,0.11,0.39,0.01,0.02,0.03,0.6,1.31,2.16,6.36,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-142,pump,14.69,0.15,0.47,0.11,0.36,0.011,0.001,0.65,0,0.01
98,86_3_s1,1/1/00 10:08,7/12/19,4.75,G2,shallow,281846.3742,4870628.727,0.75,0.17,0.57,3.74,0.22,0.64,0.01,0.04,0.05,0.53,0.71,1.86,7.78,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-109,pump,14.03,0.2,0.34,0.14,0.19,0.025,0.001,0.64,0.006,0.016
99,86_3_s1,1/1/00 12:59,6/11/19,4.81,G2,shallow,281846.3742,4870628.727,0.65,0.15,0.75,3.93,0.16,0.46,0.01,0.08,0.02,0.46,0.95,1.79,7.52,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-038,pump,13.07,0.17,0.397,0.101,0.296,0.015,0.001,0.61,0.006,0.005
100,86_4_s1,1/1/00 8:45,6/6/19,5.37,G3,shallow,281815.4747,4870632.36,1.45,0.04,0.42,4.94,0.3,0.21,0.05,0.19,0.06,0.63,0,1.83,5.63,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-012,pump,11.22,0.18,0.15,0.052,0.097,0.01,0.001,0.6,0.004,0.045
101,86_4_s1,1/1/00 9:37,7/12/19,5.14,G3,shallow,281815.4747,4870632.36,1,0.13,0.37,5.01,0.38,0.78,0.01,0.04,0.05,0.92,1.19,2.11,5.75,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-110,pump,15.1,0.26,0.17,0.09,0.08,0.072,0.001,0.72,0.005,0.038
102,86_4_s1,1/1/00 12:49,6/11/19,5.02,G3,shallow,281815.4747,4870632.36,0.69,0.08,0.35,4.79,0.2,0.4,0.01,0.02,0.04,0.43,0.36,1.96,4.57,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-039,pump,11.17,0.12,0.215,0.051,0.163,0.006,0,0.65,0.005,0.058
103,A5,1899-12-31 09:30:00,3/12/13,4.67,G2,shallow,281820.25,4870723,0.610369,0.161727,0.986353,2.3852,0.0197544,0.278234,0.008,0.021,0.069666293,0.595300625,2.836596247,2.389731857,5.203481021,0.757720403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.69455302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,A5,1899-12-31 09:30:00,3/12/13,4.74,G2,shallow,281820.25,4870723,0.61946,0.171488,0.989044,2.55764,0.0386128,0.344251,0.008,0.021,0.088362738,0.579197899,3.01205144,2.516504367,5.355663233,0.808048711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.691616295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,A5,1899-12-31 10:10:00,10/30/12,4.82,G2,shallow,281820.25,4870723,0.630552,0.158478,1.00576,2.76191,0.0856264,0.335772,0.008,0.021,0.013530664,0.55216573,0.164414221,3.030087789,8.057282102,0.276375257,0.595213836,0.131111111,0.905777778,2.385602564,-0.002,0.060827485,0.28388,0.005,0.021913043,0.008,0.000410758,0.003329545,0.005833333,0.00202,0.015661698,0.592846033,0.25461597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,A5,1899-12-31 10:24:00,3/13/13,4.7,G2,shallow,281820.25,4870723,0.641388,0.17425,1.11376,2.65489,0.0508986,0.346817,0.008,0.0546819,0.047404023,0.577742633,2.39155609,2.692390325,6.596908658,0.702685249,0.701600535,0.185821641,1.067773655,2.543305017,NA,0.052923463,0.334542178,0.011556105,0.022014226,NA,0.000389903,0.003762494,0.00631279,NA,0.0025,0.682708204,0.213630833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,A5,1899-12-31 10:45:00,7/16/14,5.28,G2,shallow,281820.25,4870723,0.648523,0.182332,1.12662,2.46308,0.102342311,0.44427823,0.008,0.021,0.027228757,0.556103077,1.219463664,2.963208856,7.655330267,0.496997448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01190666,0.724690308,0.228891633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,A5,1899-12-31 11:50:00,8/4/14,4.76,G2,shallow,281820.25,4870723,0.602297,0.194446,1.06035,2.12337,0.0861425,0.445671,0.008,0.021,0.012206988,0.43681297,1.496282727,2.512533412,7.104878509,0.505545781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.63667246,0.21297662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,A5,NA,3/25/10,4.8,G2,shallow,281820.25,4870723,0.65,0.2,1.11,2.33,0.1,0.4,0.01,0.02,0.04,0.37,2.08,2.61,6.05,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,A5,NA,6/28/10,4.66,G2,shallow,281820.25,4870723,0.495826,0.156167,0.866894,1.80048,0.069486,0.332907,0.006939,0.05018,0.035984926,0.415119519,0.042858362,3.158564685,7.027933697,0.16122495,0.689,0.188,1.187,2.258,NA,0.075,0.42,0.007,0.04,0.005,0.00053,0.00408,0.00589,0.00016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,A5,NA,9/29/10,4.68,G2,shallow,281820.25,4870723,0.640811,0.181478,1.06969,2.30759,0.118564,0.459153,0.020188,0.0479417,0.029962323,0.390093268,0.223731258,3.666415002,6.802051562,0.255842444,0.685094987,0.205457031,1.088004878,2.231697578,NA,0.08925,0.485653465,0.014,0.081,0.012,0.00061,0.00441,0.00822,0.00052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,A5,NA,4/7/11,4.64,G2,shallow,281820.25,4870723,0.61102,0.187805,1.11449,2.36863,0.037413,0.351669,0.008,0.021,0.028583899,0.63763881,1.600473543,3.128449888,5.860446564,0.467045903,0.639,0.184,1.147,2.247,NA,0.048,0.351,0.005,0.027757,0.007,0.00033,0.00351,0.00477,0.00062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,A5,NA,4/14/11,4.64,G2,shallow,281820.25,4870723,0.568848,0.180062,1.1275,1.93697,0.0418286,0.336204,0.008,0.021,0.044211067,0.433956075,1.858869046,3.025611627,5.551481297,0.508991604,0.651,0.195,1.281,1.967,NA,0.054,0.38,0.005,0.030205,0.012,0.00038,0.0035,0.00498,0.00107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,A5,NA,5/24/11,4.78,G2,shallow,281820.25,4870723,0.511382,0.160783,1.08461,1.9582,0.0739318,0.311848,0.008,0.0866599,0.0398103,0.346363843,0.440311159,3.021349265,6.727695392,0.246353011,0.566,0.158,1.18,1.856,NA,0.054,0.357,0.004,0.034232,0.007,0.00042,0.00309,0.00495,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,A5,NA,8/16/11,4.66,G2,shallow,281820.25,4870723,0.684661297,0.165068,1.02885,2.18894,0.181692,0.393414,0.008,0.047204,0.041710483,0.29667589,0.222637329,3.206313419,6.912249707,0.182027253,0.58254,0.15447,1.00447,1.88993,0.001919,0.075145,0.353183,0.008121,0.040983,0.02499,0.00067,0.00399,0.00673,0.00103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,A5,NA,11/4/11,4.77,G2,shallow,281820.25,4870723,0.533658,0.141817,1.05278,2.65932,0.0668185,0.318046,0.008,0.0493121,0.023745635,0.35638352,0.131339157,2.904547878,7.654032965,0.218936396,0.534,0.116,0.837,2.202,0.002,0.038,0.246796,0.005,0.021,0.014,0.00037,0.003266667,0.006596,0.00237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,A5,NA,2/1/12,4.78,G2,shallow,281820.25,4870723,0.64,0.165948,1.10829,2.71011,0.0402792,0.337628,0.008,0.021,0.020186262,0.425327876,1.911614113,2.59914163,6.195005635,0.547319752,0.631,0.148,0.878,2.293,0.002,0.023,0.26522,0.004,0.015,0.005,0.00028,0.003344444,0.006426,0.00081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,A5,NA,3/22/12,4.66,G2,shallow,281820.25,4870723,0.68,0.19735,1.18934,2.5384,0.0352675,0.365312,0.008,0.021,0.0245833,0.423427815,3.657960287,2.32753614,5.267723667,0.911470134,0.609,0.171,0.926,1.9,0.002,0.018,0.275748,0.004,0.011,0.004,0.00025,0.003522222,0.0066385,0.00032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,A5,NA,4/24/12,4.68,G2,shallow,281820.25,4870723,0.599121,0.168139,1.0065,2.64186,0.0385073,0.346563,0.008,0.021,0.027891424,0.4647654,1.841737384,2.338479573,6.100024148,0.594940634,0.618,0.172,0.923,2.064,0,0.025,0.302068,0.004,0.015,0.004,0.00029,0.003722222,0.0061625,0.00044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,A5,NA,8/10/12,4.65,G2,shallow,281820.25,4870723,0.645403,0.167088,1.02062,2.45064,0.078383,0.380368,0.008,0.0518303,0.055395737,0.272210638,0.111857026,3.405491385,7.254219748,0.200999242,0.599,0.163,1.08,1.992,0.018,0.096,0.385714,0.013,0.164,0.037,0.00086,0.00407404,0.00981363,0.00177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,A5,NA,8/10/12,4.65,G2,shallow,281820.25,4870723,0.645403,0.167088,1.02062,2.45064,0.078383,0.380368,0.008,0.0518303,0.055395737,0.272210638,0.111857026,3.405491385,7.254219748,0.200999242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,A5,NA,4/1/13,4.74,G2,shallow,281820.25,4870723,0.657641,0.175789,1.117,2.70258,0.122204,0.347762,0.008,0.021,0.053519096,0.566200646,2.089537043,2.35126953,6.152653083,0.666602457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.745929182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,A5,NA,4/11/13,NA,G2,shallow,281820.25,4870723,0.64608,0.176331,1.13666,2.50073,0.055359,0.340165,0.008,0.021,0.079766022,0.564608845,2.227755416,2.31906549,6.253199395,0.63957512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.707861432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,A5,NA,9/3/13,4.86,G2,shallow,281820.25,4870723,NA,NA,NA,NA,NA,NA,NA,NA,0.038745589,0.384897652,0.239053883,2.781756962,8.202569027,0.239185228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006748504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,A5,NA,6/13/14,4.71,G2,shallow,281820.25,4870723,0.681782,0.193839,1.10692,2.45726,0.125004,0.491917,0.008,0.021,0.048987756,0.666460147,1.621210469,2.646559241,7.574528302,0.544558217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007607106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,A5,NA,6/14/14,4.87,G2,shallow,281820.25,4870723,0.709624,0.200094,1.06388,2.19311,0.13188,0.414408,0.008,0.021,0.044063264,0.575766226,1.83950787,2.43971711,6.378538197,0.589175545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.694274075,0.195716691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,A5,NA,6/16/14,4.63,G2,shallow,281820.25,4870723,0.65332,0.181646,1.08735,2.26863,0.120212,0.40612,0.008,0.021,0.079530404,0.892486328,1.980538739,2.405671213,6.447194855,0.561896662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.73240525,0.1959778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,A5P1,1899-12-31 09:15:00,3/11/13,4.71,S2,NA,NA,NA,0.628719,0.170641,0.975099,2.52928,0.0208599,0.299525,0.008,0.021,0.043902102,0.583933196,2.985807891,2.532574688,5.111646927,0.769084859,0.652231137,0.17037301,0.921655531,2.268406019,NA,0.02164893,0.346386146,0.002174518,0.017073517,NA,0.000181408,0.003941584,0.011484573,NA,0.008139786,0.653213959,0.18437357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,A5P1,1899-12-31 10:24:00,3/13/13,4.7,S2,NA,NA,NA,0.625483,0.164964,1.02008,2.45781,0.0237625,0.289977,0.008,0.021,0.046207012,0.597223275,3.025823361,2.457591877,5.08777111,0.787069209,0.625487233,0.167130356,1.032099914,2.23002149,NA,0.023564256,0.26005289,0.002485239,0.008662554,NA,0.000159191,0.003112189,0.009619441,NA,0.0025,0.688302266,0.184137388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,A5P1,1899-12-31 10:45:00,7/16/14,4.67,S2,NA,NA,NA,0.620681,0.148191,0.963712,1.55242,0.079616572,0.349523666,0.008,0.021,0.039075555,0.51629244,1.171818411,2.684488291,6.704574573,0.47426618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012328967,0.688389456,0.217335708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,A5P1,NA,3/27/13,4.68,S2,NA,NA,NA,0.599804,0.167195,0.956103,2.36294,0.027953724,0.286441,0.008,0.021,0.05465646,0.612425941,2.947876536,2.296679766,5.322171865,0.838788199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007302206,0.761066485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
